source,site_name,developer,country,longitude,latitude,status,date_commissioned,customers,geometry
CLUBER,Andulo,Unkonwn,Angola,16.694,-11.484,Unknown,2018-07-01,2000,POINT (16.694 -11.484)
CLUBER,Bonvale,Unkonwn,Burkina Faso,-4.2,11.766,Unknown,2017-07-01,0,POINT (-4.2 11.766)
CLUBER,Bontioli,Unkonwn,Burkina Faso,-3.077,10.807,Unknown,2017-07-01,0,POINT (-3.077 10.807)
CLUBER,Bittou,Unkonwn,Burkina Faso,-0.304,11.257,Unknown,2017-07-01,0,POINT (-0.304 11.257)
CLUBER,Gori,TIN TUA ONG,Burkina Faso,-2.4,11.416,Unknown,2016-07-01,0,POINT (-2.4 11.416)
CLUBER,Samendeni,Unkonwn,Burkina Faso,-3.338,12.143,Unknown,2017-07-01,0,POINT (-3.338 12.143)
CLUBER,Bilgo,Sonabel,Burkina Faso,12.3,-1.34,Operating,2016-07-01,2300,POINT (12.3 -1.34)
CLUBER,Koutseni,Unkonwn,Burkina Faso,-4.75,11.283,Unknown,2017-07-01,0,POINT (-4.75 11.283)
CLUBER,Bon,Unkonwn,Burkina Faso,-2.75,11.183,Unknown,2017-07-01,0,POINT (-2.75 11.183)
CLUBER,Badango,Unkonwn,Burkina Faso,-1.166,11.116,Unknown,2017-07-01,0,POINT (-1.166 11.116)
CLUBER,Gougourou,Unkonwn,Burkina Faso,-2.333,11.583,Unknown,2017-07-01,0,POINT (-2.333 11.583)
CLUBER,Ziga,SPEEDTECH,Burkina Faso,-0.823,12.617,Unknown,2017-07-01,0,POINT (-0.823 12.617)
CLUBER,Arli,Unkonwn,Burkina Faso,1.466,11.583,Unknown,2017-07-01,0,POINT (1.466 11.583)
CLUBER,Kirgou,Unkonwn,Burkina Faso,0.716,13.283,Unknown,2017-07-01,0,POINT (0.716 13.283)
CLUBER,Guiba and Bindé,Service international d'Appui au Développement,Burkina Faso,11.45,-1.0524,Operating,2017-07-01,5000,POINT (11.45 -1.0524)
CLUBER,Baoue,Unkonwn,Burkina Faso,0.58,10.259,Unknown,2017-07-01,0,POINT (0.58 10.259)
CLUBER,Adamaoua,ONUDI,Cameroon,12.805,6.918,Unknown,2018-07-01,0,POINT (12.805 6.918)
CLUBER,Mbakaou,Eneo Cameroon S A,Cameroon,12.811,6.307,Unknown,2018-07-01,0,POINT (12.811 6.307)
CLUBER,Afanloum,REFELA-Cam,Cameroon,11.706,4.629,Unknown,2018-07-01,0,POINT (11.706 4.629)
CLUBER,Bayomen,Ministère de l’Eau et de l’Energie (Minee),Cameroon,11.1,4.866,Operating,2017-07-01,120,POINT (11.1 4.866)
CLUBER,Ngoro,Unkonwn,Cameroon,11.385,4.953,Unknown,2017-07-01,0,POINT (11.385 4.953)
CLUBER,Bambouti / Ngoura,Energy for Development Reasearch Project of the University of Southmpton,Cameroon,14.02,5.07,Operating,2015-07-01,0,POINT (14.02 5.07)
CLUBER,Angossas,REFELA-Cam,Cameroon,13.129,3.974,Unknown,2018-07-01,0,POINT (13.129 3.974)
CLUBER,Lomié,Agence d’électrification rurale (AER),Cameroon,13.63,3.161,Unknown,2015-07-01,0,POINT (13.63 3.161)
CLUBER,Messamena,Agence d’électrification rurale (AER),Cameroon,12.823,3.741,Unknown,2015-07-01,0,POINT (12.823 3.741)
CLUBER,Messock,Unkonwn,Cameroon,14.062,3.085,Unknown,2015-07-01,0,POINT (14.062 3.085)
CLUBER,Nkah,ADEID,Cameroon,9.891,5.017,Operating,2014-07-01,300,POINT (9.891 5.017)
CLUBER,Tcholliré,CANOPY,Cameroon,14.166,8.361,Operating,2016-07-01,0,POINT (14.166 8.361)
CLUBER,Batié,Unkonwn,Cameroon,10.265,5.292,Unknown,2017-07-01,0,POINT (10.265 5.292)
CLUBER,Messok,Unkonwn,Cameroon,14.062,3.085,Unknown,2017-07-01,0,POINT (14.062 3.085)
CLUBER,Mintom,REFELA-Cam,Cameroon,15.016,3.433,Unknown,2018-07-01,0,POINT (15.016 3.433)
CLUBER,Mvomeka’a,Huawei Technologies,Cameroon,12.266,3.116,Operating,2015-07-01,0,POINT (12.266 3.116)
CLUBER,Rumpi,Unkonwn,Cameroon,9.116,4.833,Unknown,2017-07-01,0,POINT (9.116 4.833)
CLUBER,Bekem,Unkonwn,Cameroon,10.016,4.7,Unknown,2014-07-01,0,POINT (10.016 4.7)
CLUBER,Chutes de Buba,Unkonwn,Cameroon,9.566,4.616,Unknown,2014-07-01,0,POINT (9.566 4.616)
CLUBER,Edjong,Unkonwn,Cameroon,9.955,6.827,Unknown,2014-07-01,0,POINT (9.955 6.827)
CLUBER,Famtchuet,Unkonwn,Cameroon,10.488,5.506,Unknown,2014-07-01,0,POINT (10.488 5.506)
CLUBER,Foumbot,Unkonwn,Cameroon,10.636,5.502,Unknown,2014-07-01,0,POINT (10.636 5.502)
CLUBER,Jakiri,Unkonwn,Cameroon,10.639,6.081,Unknown,2014-07-01,0,POINT (10.639 6.081)
CLUBER,Koutaba,Unkonwn,Cameroon,10.747,5.636,Unknown,2014-07-01,0,POINT (10.747 5.636)
CLUBER,Mak Mo,Unkonwn,Cameroon,9.367,5.82,Unknown,2014-07-01,0,POINT (9.367 5.82)
CLUBER,Massagam,Unkonwn,Cameroon,10.978,5.429,Unknown,2014-07-01,0,POINT (10.978 5.429)
CLUBER,Ndokban,Unkonwn,Cameroon,10.283,4.75,Unknown,2014-07-01,0,POINT (10.283 4.75)
CLUBER,Mwanzi,UNDP / GEF / Government of RDC,DR Congo,17.612,-4.951,Unknown,2017-07-01,4500,POINT (17.612 -4.951)
CLUBER,Loano,UNDP / GEF / Government of RDC,DR Congo,11.835,-4.63,Unknown,2017-07-01,2183,POINT (11.835 -4.63)
CLUBER,Mukulu,UNDP / GEF / Government of RDC,DR Congo,19.3,-5.55,Unknown,2017-07-01,4330,POINT (19.3 -5.55)
CLUBER,Munganzaa,UNDP / GEF / Government of RDC,DR Congo,26.435,-3.386,Unknown,2017-07-01,4500,POINT (26.435 -3.386)
CLUBER,Nianza,UNDP / GEF / Government of RDC,DR Congo,27.543,-11.654,Unknown,2017-07-01,0,POINT (27.543 -11.654)
CLUBER,Kintadi,UNDP / GEF / Government of RDC,DR Congo,14.191,-3.39,Unknown,2017-07-01,2250,POINT (14.191 -3.39)
CLUBER,Nsangi,UNDP / GEF / Government of RDC,DR Congo,21.758,-4.038,Unknown,2017-07-01,16875,POINT (21.758 -4.038)
CLUBER,Kikozo (riv. Lubuzi),UNDP / GEF / Government of RDC,DR Congo,12.94,-4.988,Unknown,2017-07-01,6919,POINT (12.94 -4.988)
CLUBER,Wuwu,UNDP / GEF / Government of RDC,DR Congo,19.95,4.615,Unknown,2017-07-01,2227,POINT (19.95 4.615)
CLUBER,Molua,UNDP / GEF / Government of RDC,DR Congo,26.79,-7.666,Unknown,2017-07-01,1318,POINT (26.79 -7.666)
CLUBER,Mole,UNDP / GEF / Government of RDC,DR Congo,28.286,-1.595,Unknown,2017-07-01,1130,POINT (28.286 -1.595)
CLUBER,KABANGU (Bulungu cité),Unkonwn,DR Congo,16.683,-5.816,Unknown,2016-07-01,233333,POINT (16.683 -5.816)
CLUBER,KULUNDJI,Unkonwn,DR Congo,18.565,-7.681,Unknown,2016-07-01,3792,POINT (18.565 -7.681)
CLUBER,YUNGU,Unkonwn,DR Congo,29.1,-4.877,Unknown,2016-07-01,582852,POINT (29.1 -4.877)
CLUBER,LISALA,Unkonwn,DR Congo,21.487,2.17,Unknown,2016-07-01,681669,POINT (21.487 2.17)
CLUBER,Monkoto,Unkonwn,DR Congo,20.648,-1.648,Unknown,2016-07-01,161243,POINT (20.648 -1.648)
CLUBER,Zongo,Unkonwn,DR Congo,18.621,4.324,Unknown,2016-07-01,65349,POINT (18.621 4.324)
CLUBER,Djoko-Punda,Unkonwn,DR Congo,20.98,-5.44,Unknown,2016-07-01,4002,POINT (20.98 -5.44)
CLUBER,Kazumba,Unkonwn,DR Congo,22.032,-6.413,Unknown,2016-07-01,110136,POINT (22.032 -6.413)
CLUBER,MWEKA,Unkonwn,DR Congo,21.331,-4.831,Unknown,2016-07-01,67336,POINT (21.331 -4.831)
CLUBER,Chutes Wolf ( Kabinda),Unkonwn,DR Congo,25.833,-5.5,Unknown,2016-07-01,0,POINT (25.833 -5.5)
CLUBER,Kamiji,Unkonwn,DR Congo,18.365,-6.231,Unknown,2016-07-01,52103,POINT (18.365 -6.231)
CLUBER,Kamiji (Kamiji),Unkonwn,DR Congo,23.283,-6.65,Unknown,2016-07-01,0,POINT (23.283 -6.65)
CLUBER,Katanda (Katanda),Unkonwn,DR Congo,29.341,-0.54,Unknown,2016-07-01,0,POINT (29.341 -0.54)
CLUBER,Kole (Kole),Unkonwn,DR Congo,23.195,-6.073,Unknown,2016-07-01,0,POINT (23.195 -6.073)
CLUBER,Lodja (Lodja),Unkonwn,DR Congo,23.596,-3.524,Unknown,2016-07-01,0,POINT (23.596 -3.524)
CLUBER,Lomami (Katako-kombe),Unkonwn,DR Congo,24.42,-3.397,Unknown,2016-07-01,0,POINT (24.42 -3.397)
CLUBER,Ludimbi,Unkonwn,DR Congo,22.741,-5.719,Unknown,2016-07-01,0,POINT (22.741 -5.719)
CLUBER,Ludimbu,Unkonwn,DR Congo,25.262,-5.24,Unknown,2016-07-01,202826,POINT (25.262 -5.24)
CLUBER,Lukenie (Lodja),Unkonwn,DR Congo,18.246,-2.797,Unknown,2016-07-01,0,POINT (18.246 -2.797)
CLUBER,LUNDIMBI,Unkonwn,DR Congo,23.333,-6.933,Unknown,2016-07-01,0,POINT (23.333 -6.933)
CLUBER,Shele (Lodja),Unkonwn,DR Congo,23.883,-3.433,Unknown,2016-07-01,0,POINT (23.883 -3.433)
CLUBER,Tshiala,Unkonwn,DR Congo,23.415,-10.405,Unknown,2016-07-01,0,POINT (23.415 -10.405)
CLUBER,Wembonyama 2,Unkonwn,DR Congo,24.512,-4.124,Unknown,2016-07-01,22750,POINT (24.512 -4.124)
CLUBER,Kihombo,Unkonwn,DR Congo,20.206,-6.257,Unknown,2016-07-01,0,POINT (20.206 -6.257)
CLUBER,KIJIYA,Unkonwn,DR Congo,29.194,-5.947,Unknown,2016-07-01,0,POINT (29.194 -5.947)
CLUBER,Kipushi,Unkonwn,DR Congo,27.67,-11.4636,Unknown,2016-07-01,1714,POINT (27.67 -11.4636)
CLUBER,Kiswishi,Unkonwn,DR Congo,25.001,-9.1,Unknown,2016-07-01,0,POINT (25.001 -9.1)
CLUBER,Kongolo,Unkonwn,DR Congo,27.281,-5.375,Unknown,2016-07-01,2129,POINT (27.281 -5.375)
CLUBER,Lububu,Unkonwn,DR Congo,25.485,-7.469,Unknown,2016-07-01,565,POINT (25.485 -7.469)
CLUBER,Lukombo,Unkonwn,DR Congo,28.763,-5.692,Unknown,2016-07-01,1207,POINT (28.763 -5.692)
CLUBER,Musokatanda,Unkonwn,DR Congo,25.083,-10.916,Unknown,2016-07-01,0,POINT (25.083 -10.916)
CLUBER,Aru,Unkonwn,DR Congo,30.838,2.859,Unknown,2016-07-01,797458,POINT (30.838 2.859)
CLUBER,Mutefu,UNDP / GEF / Government of RDC,DR Congo,22.183,-6.549,Unknown,2017-07-01,3390,POINT (22.183 -6.549)
CLUBER,Kaluebo,UNDP / GEF / Government of RDC,DR Congo,21.33,-5.5,Unknown,2017-07-01,2820,POINT (21.33 -5.5)
CLUBER,Limboyo,Unkonwn,DR Congo,21.76,2.022,Unknown,2016-07-01,0,POINT (21.76 2.022)
CLUBER,Tshidibai,Unkonwn,DR Congo,22.866,-6.5,Unknown,2016-07-01,0,POINT (22.866 -6.5)
CLUBER,Lukelenge,UNDP / GEF / Government of RDC,DR Congo,26.367,-7.208,Unknown,2017-07-01,840000,POINT (26.367 -7.208)
CLUBER,CHUTE VON FRANCOIS / Luebo,Unkonwn,DR Congo,21.416,-5.35,Unknown,2016-07-01,0,POINT (21.416 -5.35)
CLUBER,LUEKESHI,Unkonwn,DR Congo,23.145,-6.466,Unknown,2016-07-01,0,POINT (23.145 -6.466)
CLUBER,LUSAMBO (DIBAYA),Unkonwn,DR Congo,23.45,-4.966,Unknown,2016-07-01,0,POINT (23.45 -4.966)
CLUBER,MOYO,Unkonwn,DR Congo,22.466,-6.19,Unknown,2016-07-01,0,POINT (22.466 -6.19)
CLUBER,NDEKESE,Unkonwn,DR Congo,21.376,-3.488,Unknown,2016-07-01,0,POINT (21.376 -3.488)
CLUBER,TSHIBASHI,Unkonwn,DR Congo,22.133,-5.75,Unknown,2016-07-01,0,POINT (22.133 -5.75)
CLUBER,Lukombe,UNDP / GEF / Government of RDC,DR Congo,28.7609,-5.691,Unknown,2017-07-01,1207,POINT (28.7609 -5.691)
CLUBER,Ilunga,UNDP / GEF / Government of RDC,DR Congo,26.8902,-5.6748,Unknown,2017-07-01,2129,POINT (26.8902 -5.6748)
CLUBER,Lukushi,UNDP / GEF / Government of RDC,DR Congo,25.65,-7.6167,Unknown,2017-07-01,1687,POINT (25.65 -7.6167)
CLUBER,Mbankana,UNDP / GEF / Government of RDC,DR Congo,16.2066,-3.5542,Unknown,2017-07-01,17371,POINT (16.2066 -3.5542)
CLUBER,KASANGULU,Unkonwn,DR Congo,15.1668,-4.5888,Unknown,2016-07-01,584,POINT (15.1668 -4.5888)
CLUBER,KIMPESE,Unkonwn,DR Congo,14.4374,-5.5604,Unknown,2016-07-01,0,POINT (14.4374 -5.5604)
CLUBER,NSONA BANGU,Unkonwn,DR Congo,14.0333,-5.7,Unknown,2016-07-01,0,POINT (14.0333 -5.7)
CLUBER,Kizu,Unkonwn,DR Congo,13.0,-4.9833,Unknown,2016-07-01,1750,POINT (13 -4.9833)
CLUBER,NSONAMPANGU,Unkonwn,DR Congo,14.7078,-5.5933,Unknown,2016-07-01,2334,POINT (14.7078 -5.5933)
CLUBER,Kanga,Unkonwn,DR Congo,17.2411,-4.5469,Unknown,2016-07-01,0,POINT (17.2411 -4.5469)
CLUBER,MBWANDU,Unkonwn,DR Congo,21.7586,-4.0383,Unknown,2016-07-01,0,POINT (21.7586 -4.0383)
CLUBER,MUNDUNDU,Unkonwn,DR Congo,17.7851,-3.0347,Unknown,2016-07-01,0,POINT (17.7851 -3.0347)
CLUBER,SIMBA,Unkonwn,DR Congo,17.8669,-4.6536,Unknown,2016-07-01,0,POINT (17.8669 -4.6536)
CLUBER,VANGA,Unkonwn,DR Congo,18.4264,-4.4222,Unknown,2016-07-01,0,POINT (18.4264 -4.4222)
CLUBER,Agogo,UNDP / GEF / Government of RDC,DR Congo,27.0,-4.976,Unknown,2017-07-01,1700,POINT (27 -4.976)
CLUBER,Munumi,UNDP / GEF / Government of RDC,DR Congo,27.32,-4.195,Unknown,2017-07-01,4500,POINT (27.32 -4.195)
CLUBER,Elia,Unkonwn,DR Congo,28.5062,-8.5318,Unknown,2016-07-01,0,POINT (28.5062 -8.5318)
CLUBER,KABAMBARE,Unkonwn,DR Congo,27.6934,-4.6893,Unknown,2016-07-01,0,POINT (27.6934 -4.6893)
CLUBER,KAILO,Unkonwn,DR Congo,26.1,-2.6333,Unknown,2016-07-01,0,POINT (26.1 -2.6333)
CLUBER,KALIMA,Unkonwn,DR Congo,26.6167,-2.5667,Unknown,2016-07-01,0,POINT (26.6167 -2.5667)
CLUBER,Kibamba,Unkonwn,DR Congo,26.5504,-4.8855,Unknown,2016-07-01,0,POINT (26.5504 -4.8855)
CLUBER,LUAMA,Unkonwn,DR Congo,26.333,-5.866,Unknown,2016-07-01,0,POINT (26.333 -5.866)
CLUBER,LUBUTU,Unkonwn,DR Congo,26.572,-0.75,Unknown,2016-07-01,0,POINT (26.572 -0.75)
CLUBER,Matala,Unkonwn,DR Congo,26.25,-4.266,Unknown,2016-07-01,0,POINT (26.25 -4.266)
CLUBER,BAGATA,Unkonwn,DR Congo,17.956,-3.723,Unknown,2016-07-01,0,POINT (17.956 -3.723)
CLUBER,Oicha Mbau (riv. Mamundioma / site Chochota),UNDP / GEF / Government of RDC,DR Congo,29.35,0.587,Unknown,2017-07-01,2250,POINT (29.35 0.587)
CLUBER,Kitsumbiro (riv. Kivirikuku),UNDP / GEF / Government of RDC,DR Congo,29.52,0.2542,Unknown,2017-07-01,1130,POINT (29.52 0.2542)
CLUBER,Nkanga,UNDP / GEF / Government of RDC,DR Congo,17.374,-3.322,Unknown,2017-07-01,2133,POINT (17.374 -3.322)
CLUBER,Beni,Unkonwn,DR Congo,29.452,0.499,Unknown,2016-07-01,408440,POINT (29.452 0.499)
CLUBER,Ibanga,Unkonwn,DR Congo,27.8322,-1.5658,Unknown,2016-07-01,30368,POINT (27.8322 -1.5658)
CLUBER,LOWA,Unkonwn,DR Congo,25.8463,-1.4015,Unknown,2016-07-01,0,POINT (25.8463 -1.4015)
CLUBER,Lubero,Unkonwn,DR Congo,29.2437,-0.155,Unknown,2016-07-01,43567,POINT (29.2437 -0.155)
CLUBER,LUME,Unkonwn,DR Congo,26.5167,-4.7167,Unknown,2016-07-01,0,POINT (26.5167 -4.7167)
CLUBER,TALYA SUD,Unkonwn,DR Congo,29.333,-0.517,Unknown,2016-07-01,0,POINT (29.333 -0.517)
CLUBER,ULINDI,Unkonwn,DR Congo,25.8639,-1.6777,Unknown,2016-07-01,0,POINT (25.8639 -1.6777)
CLUBER,Bagbugbuzi (riv. Yame),UNDP / GEF / Government of RDC,DR Congo,25.241,0.691,Operating,2017-07-01,1356,POINT (25.241 0.691)
CLUBER,Bale,UNDP / GEF / Government of RDC,DR Congo,26.9667,-6.8,Unknown,2017-07-01,1462,POINT (26.9667 -6.8)
CLUBER,Tsé,UNDP / GEF / Government of RDC,DR Congo,15.1419,-4.4121,Unknown,2017-07-01,3600,POINT (15.1419 -4.4121)
CLUBER,Lyenge,UNDP / GEF / Government of RDC,DR Congo,26.65,-6.6667,Unknown,2017-07-01,1280,POINT (26.65 -6.6667)
CLUBER,Luiro/Formulac,UNDP / GEF / Government of RDC,DR Congo,28.7972,-2.24,Unknown,2017-07-01,150,POINT (28.7972 -2.24)
CLUBER,Mushuva,UNDP / GEF / Government of RDC,DR Congo,28.85,-2.3667,Unknown,2017-07-01,300,POINT (28.85 -2.3667)
CLUBER,Sangano,UNDP / GEF / Government of RDC,DR Congo,26.0466,-10.6544,Unknown,2017-07-01,120,POINT (26.0466 -10.6544)
CLUBER,Lubumba,UNDP / GEF / Government of RDC,DR Congo,29.8545,-7.3873,Unknown,2017-07-01,8980,POINT (29.8545 -7.3873)
CLUBER,Bufelro,Unkonwn,DR Congo,29.0558,-3.0081,Unknown,2016-07-01,29950,POINT (29.0558 -3.0081)
CLUBER,Mususu,Unkonwn,DR Congo,28.6736,-2.7364,Unknown,2016-07-01,0,POINT (28.6736 -2.7364)
CLUBER,MUTAMBALA,Unkonwn,DR Congo,29.8167,-7.3333,Unknown,2016-07-01,0,POINT (29.8167 -7.3333)
CLUBER,ULINDI,Unkonwn,DR Congo,25.8639,-1.6777,Unknown,2016-07-01,0,POINT (25.8639 -1.6777)
CLUBER,Leku Migira,GIZ - Energising Development Ethiopia,Ethiopia,36.44,7.54,Operating,2016-07-01,207,POINT (36.44 7.54)
CLUBER,Pediatorkope,GEDAP Project,Ghana,0.63,5.819,Operating,2016-07-01,0,POINT (0.63 5.819)
CLUBER,Aglakope,GEDAP Project,Ghana,0.0656,7.5908,Operating,2016-07-01,124,POINT (0.0656 7.5908)
CLUBER,Naivasha,Thomson Reuters Foundation,Kenya,36.431,-0.7172,Operating,2017-07-01,6000,POINT (36.431 -0.7172)
CLUBER,Kerio,Unkonwn,Kenya,34.8667,3.65,Unknown,2016-07-01,0,POINT (34.8667 3.65)
CLUBER,Dadaab,Unkonwn,Kenya,40.3191,0.0926,Unknown,2014-07-01,10064,POINT (40.3191 0.0926)
CLUBER,Hulugho,Unkonwn,Kenya,41.0667,-1.15,Unknown,2014-07-01,759,POINT (41.0667 -1.15)
CLUBER,Liboi,Unkonwn,Kenya,40.8756,0.3556,Unknown,2016-07-01,0,POINT (40.8756 0.3556)
CLUBER,Oloika,Southampton University / Rural Electrification Authority,Kenya,37.55,-2.2667,Operating,2016-07-01,0,POINT (37.55 -2.2667)
CLUBER,Shampole,Southampton University / Rural Electrification Authority,Kenya,36.0492,-2.0167,Operating,2016-07-01,0,POINT (36.0492 -2.0167)
CLUBER,Nadapal,Unkonwn,Kenya,34.2837,4.4051,Unknown,2016-07-01,0,POINT (34.2837 4.4051)
CLUBER,Faza,KPLC,Kenya,41.1056,-2.0667,Operating,2014-07-01,1681,POINT (41.1056 -2.0667)
CLUBER,Kiunga,Unkonwn,Kenya,41.4888,-1.7455,Unknown,2014-07-01,762,POINT (41.4888 -1.7455)
CLUBER,Kitonyoni,Southampton University / Rural Electrification Authority,Kenya,37.656,-1.9552,Operating,2016-07-01,0,POINT (37.656 -1.9552)
CLUBER,Banisa,Unkonwn,Kenya,40.35,3.95,Unknown,2014-07-01,3217,POINT (40.35 3.95)
CLUBER,Kotulo,Unkonwn,Kenya,40.594,2.409,Unknown,2014-07-01,0,POINT (40.594 2.409)
CLUBER,Bubisa,Unkonwn,Kenya,38.083,2.75,Unknown,2016-07-01,0,POINT (38.083 2.75)
CLUBER,Dukana,GIZ/KfW,Kenya,37.416,4.083,Unknown,2016-07-01,0,POINT (37.416 4.083)
CLUBER,Furole,Unkonwn,Kenya,37.965,3.714,Unknown,2016-07-01,0,POINT (37.965 3.714)
CLUBER,Laisamis,KPLC,Kenya,37.806,1.596,Operating,2014-07-01,1456,POINT (37.806 1.596)
CLUBER,Maikona,Unkonwn,Kenya,37.63,2.936,Unknown,2014-07-01,1208,POINT (37.63 2.936)
CLUBER,Ngurunit,GIZ/KfW,Kenya,37.307,1.729,Unknown,2016-07-01,0,POINT (37.307 1.729)
CLUBER,North Horr,KPLC,Kenya,37.069,3.32,Operating,2014-07-01,1883,POINT (37.069 3.32)
CLUBER,Talek,GIZ Energy,Kenya,35.3,-1.383,Operating,2016-07-01,0,POINT (35.3 -1.383)
CLUBER,Darade,Unkonwn,Kenya,36.572,3.617,Unknown,2016-07-01,0,POINT (36.572 3.617)
CLUBER,Illeret,Unkonwn,Kenya,36.438,4.031,Unknown,2016-07-01,0,POINT (36.438 4.031)
CLUBER,Illaut,Unkonwn,Kenya,36.666,1.166,Unknown,2016-07-01,0,POINT (36.666 1.166)
CLUBER,Kakuma,Unkonwn,Kenya,34.8569,3.7168,Unknown,2014-07-01,0,POINT (34.8569 3.7168)
CLUBER,Kalokol,GIZ/KfW,Kenya,35.858,3.5269,Unknown,2016-07-01,0,POINT (35.858 3.5269)
