geometry,Map,country,customers,date_commi,developer,latitude,longitude,site_name,source,status
POINT (-4.709958333333333 13.86995833333333),90,Mali,0,2017-07-01,Unkonwn,13.87,-4.71,Soha / Commune de Nema-badenyakafo,CLUBER,Unknown
POINT (-4.059958333333327 14.27995833333334),30,Mali,0,2017-07-01,NL,14.28,-4.06,Somadougou / Commune de Sio,CLUBER,Unknown
POINT (-3.479958333333343 15.129958333333335),40,Mali,0,2017-07-01,NL,15.13,-3.48,Boré / Commune de Dangol-Boré,CLUBER,Unknown
POINT (-1.699958333333342 15.27995833333334),60,Mali,0,2017-07-01,Unkonwn,15.28,-1.7,Hombori / Commune de Hombori,CLUBER,Unknown
POINT (-4.089958333333328 14.329958333333337),30,Mali,0,2017-07-01,sans opérateur,14.33,-4.09,Hamdallaye / Commune de Sio,CLUBER,Unknown
POINT (-4.079958333333337 14.409958333333336),30,Mali,0,2017-07-01,NL,14.41,-4.08,Soufourlaye / Commune de Sio,CLUBER,Unknown
POINT (-5.219958333333352 14.879958333333335),30,Mali,0,2017-07-01,NL,14.88,-5.22,Dioura / Commune de Kareri,CLUBER,Unknown
POINT (-4.589958333333328 14.909958333333336),40,Mali,0,2017-07-01,NL,14.91,-4.59,Toguere Coumbé / Commune de Toguere Coumbé,CLUBER,Unknown
POINT (-4.979958333333343 14.13995833333334),40,Mali,0,2017-07-01,sans opérateur,14.14,-4.98,Nouh Peulh / Commune de Diafarabe,CLUBER,Unknown
POINT (-2.219958333333352 15.069958333333332),30,Mali,0,2018-07-01,EGI,15.07,-2.22,Boni,CLUBER,Unknown
POINT (-4.949958333333342 14.349958333333333),20,Mali,0,2018-07-01,SEER,14.35,-4.95,Dia,CLUBER,Unknown
POINT (-2.239958333333334 14.439958333333337),30,Mali,0,2018-07-01,KAMA,14.44,-2.24,Dinagourou,CLUBER,Unknown
POINT (-2.299958333333336 14.52995833333334),40,Mali,0,2018-07-01,KAMA,14.53,-2.3,Douary,CLUBER,Unknown
POINT (-4.799958333333336 13.329958333333337),40,Mali,0,2018-07-01,FASO TRAVAUX,13.33,-4.8,Téné,CLUBER,Unknown
POINT (-4.63995833333334 13.329958333333337),30,Mali,0,2017-07-01,NL,13.33,-4.64,Fangasso / Commune de Fangasso,CLUBER,Unknown
POINT (-6.829958333333337 13.329958333333337),40,Mali,0,2017-07-01,NL,13.33,-6.83,Tamani / Commune de Tamani,CLUBER,Unknown
POINT (-5.40995833333335 12.839958333333342),30,Mali,0,2017-07-01,Unkonwn,12.84,-5.41,Diaramana / Commune de Diaramana,CLUBER,Unknown
POINT (-5.559958333333327 12.91995833333334),40,Mali,0,2017-07-01,NL,12.92,-5.56,Dougouolo / Commune de Dougouolo,CLUBER,Unknown
POINT (-5.189958333333351 13.719958333333338),40,Mali,0,2018-07-01,Unkonwn,13.72,-5.19,Bertha / Commune de Saloba,CLUBER,Unknown
POINT (-5.079958333333337 13.819958333333332),30,Mali,0,2018-07-01,Unkonwn,13.82,-5.08,Boubamorybougou / Commune de Sana,CLUBER,Unknown
POINT (-8.14995833333333 12.769958333333335),30,Mali,0,2018-07-01,Unkonwn,12.77,-8.15,Diago / Commune de Sana,CLUBER,Unknown
POINT (-5.239958333333334 13.679958333333332),30,Mali,0,2018-07-01,Unkonwn,13.68,-5.24,Diffoula / Commune de Saloba,CLUBER,Unknown
POINT (-5.209958333333333 13.709958333333333),30,Mali,0,2018-07-01,Unkonwn,13.71,-5.21,Dionbougouba / Commune de Saloba,CLUBER,Unknown
POINT (-5.239958333333334 13.689958333333337),40,Mali,0,2018-07-01,Unkonwn,13.69,-5.24,Dionbougoura / Commune de Saloba,CLUBER,Unknown
POINT (-5.539958333333345 13.91995833333334),80,Mali,0,2018-07-01,Unkonwn,13.92,-5.54,Kakan / Commune de Saloba,CLUBER,Unknown
POINT (-5.1099583333333385 13.75995833333333),40,Mali,0,2018-07-01,Unkonwn,13.76,-5.11,Kallala Bambara / Commune de Sana,CLUBER,Unknown
POINT (-5.1099583333333385 13.769958333333335),40,Mali,0,2018-07-01,Unkonwn,13.77,-5.11,Kallala Peulh / Commune de Sana,CLUBER,Unknown
POINT (-4.999958333333353 13.769958333333335),30,Mali,0,2018-07-01,Unkonwn,13.77,-5.0,Kerta / Commune de Sana,CLUBER,Unknown
POINT (-5.029958333333326 13.809958333333341),50,Mali,0,2018-07-01,Unkonwn,13.81,-5.03,Kienkourou / Commune de Sana,CLUBER,Unknown
POINT (-5.009958333333344 13.799958333333336),30,Mali,0,2018-07-01,Unkonwn,13.8,-5.01,Kougodiani / Commune de Sana,CLUBER,Unknown
POINT (-5.289958333333345 13.66995833333334),30,Mali,0,2018-07-01,Unkonwn,13.67,-5.29,Mangoni / Commune de Saloba,CLUBER,Unknown
POINT (-5.289958333333345 13.659958333333336),30,Mali,0,2018-07-01,Unkonwn,13.66,-5.29,Massa Were / Commune de Saloba,CLUBER,Unknown
POINT (-4.966708333333344 13.849958333333333),50,Mali,0,2017-07-01,NL,13.85,-4.9667,Matomo / Commune de Matomo,CLUBER,Unknown
POINT (-5.269958333333335 13.699958333333342),40,Mali,0,2018-07-01,Unkonwn,13.7,-5.27,Missena / Commune de Saloba,CLUBER,Unknown
POINT (-4.969958333333352 13.63995833333334),40,Mali,0,2018-07-01,Unkonwn,13.64,-4.97,Motomo / Commune de Sana,CLUBER,Unknown
POINT (-5.249958333333353 13.709958333333333),40,Mali,0,2018-07-01,Unkonwn,13.71,-5.25,Niantilela / Commune de Saloba,CLUBER,Unknown
POINT (-5.269958333333335 13.689958333333337),30,Mali,0,2018-07-01,Unkonwn,13.69,-5.27,Ouan Marka / Commune de Saloba,CLUBER,Unknown
POINT (-5.229958333333343 13.719958333333338),30,Mali,0,2017-07-01,Unkonwn,13.72,-5.23,Sarro / Commune de Saloba,CLUBER,Unknown
POINT (-5.239958333333334 13.719958333333338),50,Mali,0,2018-07-01,Unkonwn,13.72,-5.24,Sarro / Commune de Saloba,CLUBER,Unknown
POINT (-4.999958333333353 13.819958333333332),30,Mali,0,2018-07-01,Unkonwn,13.82,-5.0,Saye / Commune de Sana,CLUBER,Unknown
POINT (-5.209958333333333 13.689958333333337),40,Mali,0,2018-07-01,Unkonwn,13.69,-5.21,Sellen / Commune de Saloba,CLUBER,Unknown
POINT (-4.989958333333334 13.809958333333341),30,Mali,0,2018-07-01,Unkonwn,13.81,-4.99,Sewere / Commune de Sana,CLUBER,Unknown
POINT (-5.049958333333336 13.809958333333341),40,Mali,0,2018-07-01,Unkonwn,13.81,-5.05,Tlengolola / Commune de Sana,CLUBER,Unknown
POINT (-5.229958333333343 13.689958333333337),30,Mali,0,2018-07-01,Unkonwn,13.69,-5.23,Toumabougou / Commune de Saloba,CLUBER,Unknown
POINT (-5.8999583333333305 14.61995833333333),20,Mali,0,2017-07-01,NL,14.62,-5.9,Diambé / Commune de Diabaly,CLUBER,Unknown
POINT (-8.079958333333337 10.459958333333333),50,Mali,0,2017-07-01,NL,10.46,-8.08,Dinso / Commune de N'Goa,CLUBER,Unknown
POINT (-4.459958333333333 13.00995833333333),40,Mali,0,2017-07-01,NL,13.01,-4.46,Mandiakuy / Commune de Mandiakuy,CLUBER,Unknown
POINT (-4.969958333333352 13.599958333333333),30,Mali,0,2017-07-01,NL,13.6,-4.97,Sy / Commune de Sy,CLUBER,Unknown
POINT (-5.959958333333333 13.25995833333333),40,Mali,0,2017-07-01,SDD,13.26,-5.96,Cinzana / Commune de Cinzana,CLUBER,Unknown
POINT (-6.369958333333329 13.36995833333333),30,Mali,0,2017-07-01,SDD,13.37,-6.37,Dougoukouna / Commune de Sebougou,CLUBER,Unknown
POINT (-7.6499583333333305 13.109958333333338),40,Mali,0,2017-07-01,NL,13.11,-7.65,Koula / Commune de Koula,CLUBER,Unknown
POINT (-6.869958333333329 13.11995833333333),40,Mali,0,2018-07-01,GIE FITINE,13.12,-6.87,Boidié,CLUBER,Unknown
POINT (-6.499958333333353 12.829958333333337),40,Mali,0,2018-07-01,EPRODED,12.83,-6.5,Dioro,CLUBER,Unknown
POINT (-5.349958333333348 12.909958333333336),40,Mali,0,2018-07-01,SEECO,12.91,-5.35,Farakala,CLUBER,Unknown
POINT (-2.979958333333343 12.629958333333335),20,Mali,0,2018-07-01,GIE FITINE,12.63,-2.98,Kamba,CLUBER,Unknown
POINT (-6.1099583333333385 14.729958333333329),40,Mali,0,2018-07-01,SEECO,14.73,-6.11,Sokolo,CLUBER,Unknown
POINT (-4.789958333333345 13.329958333333337),40,Mali,0,2015-07-01,SEECO,13.33,-4.79,Ténéni,CLUBER,Operating
POINT (-5.829958333333337 13.109958333333338),50,Mali,0,2018-07-01,SEECO,13.11,-5.83,Touna,CLUBER,Unknown
POINT (-5.3199583333333464 13.059958333333341),40,Mali,0,2018-07-01,SEECO,13.06,-5.32,Yangasso,CLUBER,Unknown
POINT (-7.009958333333344 11.39995833333333),30,Mali,0,2017-07-01,sans opérateur,11.4,-7.01,Koualé / Commune de Koumantou,CLUBER,Unknown
POINT (-6.839958333333328 11.709958333333333),30,Mali,0,2017-07-01,SSD YELEN KURA,11.71,-6.84,SANSO / Commune de SANSO,CLUBER,Unknown
POINT (-7.599958333333348 11.66995833333334),50,Mali,0,2017-07-01,sans opérateur,11.67,-7.6,Sido / Commune de Sido,CLUBER,Unknown
POINT (-6.434375000000017 11.539958333333331),40,Mali,0,2018-07-01,ACCESS,11.54,-6.4344,Denié,CLUBER,Unknown
POINT (-5.759958333333344 12.38995833333334),20,Mali,0,2017-07-01,SSD YELEN KURA,12.39,-5.76,FIZANKORO / Commune de KONSEGUELA,CLUBER,Unknown
POINT (-5.559958333333327 12.729958333333329),40,Mali,0,2017-07-01,SSD YELEN KURA,12.73,-5.56,GOUANTIESSO / Commune de M'PESSOBA,CLUBER,Unknown
POINT (-5.709958333333333 12.729958333333329),40,Mali,0,2017-07-01,SSD YELEN KURA,12.73,-5.71,KINTIERI / Commune de M'PESSOBA,CLUBER,Unknown
POINT (-6.3599583333333385 11.729958333333329),50,Mali,0,2017-07-01,sans opérateur,11.73,-6.36,Dembéla / Commune de Dembela,CLUBER,Unknown
POINT (-5.749958333333353 11.25995833333333),20,Mali,0,2017-07-01,sans opérateur,11.26,-5.75,Missirikoro / Commune de Missirikoro,CLUBER,Unknown
POINT (-6.099958333333348 11.349958333333333),10,Mali,0,2017-07-01,ACCESS,11.35,-6.1,N'kourala / Commune de Kapolondougou,CLUBER,Unknown
POINT (-5.619958333333329 11.38995833333334),40,Mali,0,2017-07-01,sans opérateur,11.39,-5.62,Samogossoni / Commune de Diomatene,CLUBER,Unknown
POINT (-9.219958333333352 12.679958333333332),30,Mali,0,2017-07-01,ESE2,12.68,-9.22,Sirakoro / Commune de Yiridougou,CLUBER,Unknown
POINT (-8.049958333333336 11.049958333333336),40,Mali,0,2017-07-01,sans opérateur,11.05,-8.05,Ouassada / Commune de Wassoulou-bale,CLUBER,Unknown
POINT (-4.719958333333352 12.25995833333333),40,Mali,0,2017-07-01,SSD YELEN KURA,12.26,-4.72,N'GOROLA / Commune de KOURY,CLUBER,Unknown
POINT (-4.949958333333342 12.159958333333336),40,Mali,0,2017-07-01,SSD YELEN KURA,12.16,-4.95,TANDIO / Commune de KOURY,CLUBER,Unknown
POINT (-7.769958333333335 11.309958333333341),40,Mali,0,2018-07-01,ACCESS,11.31,-7.77,Faragouara,CLUBER,Unknown
POINT (-7.3599583333333385 10.679958333333332),10,Mali,0,2018-07-01,ACCESS,10.68,-7.36,Foulalaba,CLUBER,Unknown
POINT (-8.229958333333343 11.209958333333333),10,Mali,0,2018-07-01,ACCESS,11.21,-8.23,Goualala,CLUBER,Unknown
POINT (-7.039958333333345 11.269958333333335),50,Mali,0,2014-07-01,ACCESS sarl,11.27,-7.04,Kébila,CLUBER,Operating
POINT (-7.479958333333343 12.039958333333331),40,Mali,0,2018-07-01,ACCESS,12.04,-7.48,Koloni,CLUBER,Unknown
POINT (-5.979958333333343 11.039958333333331),50,Mali,0,2018-07-01,EAT,11.04,-5.98,Lobougoula,CLUBER,Unknown
POINT (-7.779958333333326 10.309958333333341),20,Mali,0,2018-07-01,ACCESS,10.31,-7.78,Madina Kouroulamini,CLUBER,Unknown
POINT (-7.439958333333351 10.449958333333342),10,Mali,0,2014-07-01,ACCESS sarl,10.45,-7.44,Manankoro,CLUBER,Operating
POINT (-6.039958333333345 10.39995833333333),50,Mali,0,2018-07-01,COGEACOM,10.4,-6.04,N'Goko,CLUBER,Unknown
POINT (-7.249958333333353 11.379958333333335),30,Mali,0,2014-07-01,ACCESS sarl,11.38,-7.25,Zantiebougou,CLUBER,Operating
POINT (-0.2989583333333314 17.659958333333336),30,Mali,0,2017-07-01,NL,17.66,-0.299,Bourem sidi amar / Commune de Bourem sidi,CLUBER,Unknown
POINT (-3.699958333333342 16.189958333333337),60,Mali,0,2017-07-01,sans opérateur,16.19,-3.7,Atta / Commune de Tonka,CLUBER,Unknown
POINT (-3.729958333333343 16.72995833333333),60,Mali,0,2017-07-01,MairieBintagoungou,16.73,-3.73,Bintagoungou / Commune de Bintagoungou,CLUBER,Unknown
POINT (-3.3699583333333294 16.569958333333332),60,Mali,0,2017-07-01,EMC,16.57,-3.37,Douékiré / Commune de Douekire,CLUBER,Unknown
POINT (-3.969958333333352 16.67995833333333),60,Mali,0,2017-07-01,ALBARKAYERKOYE,16.68,-3.97,M'Bouna / Commune de M'Bouna,CLUBER,Unknown
POINT (-3.719958333333352 16.269958333333335),60,Mali,0,2017-07-01,EMC,16.27,-3.72,Meykoré / Commune de Tonka,CLUBER,Unknown
POINT (-3.779958333333326 16.719958333333338),60,Mali,0,2017-07-01,sans opérateur,16.72,-3.78,Toukabangou / Commune de Issa Bery,CLUBER,Unknown
POINT (-3.8299583333333374 16.159958333333336),30,Mali,0,2017-07-01,sans opérateur,16.16,-3.83,Yourmi / Commune de Tonka,CLUBER,Unknown
POINT (-2.779958333333326 15.839958333333342),60,Mali,0,2017-07-01,NL,15.84,-2.78,Bambaramaoude / Commune de Bambaramaoude,CLUBER,Unknown
POINT (-1.2999583333333362 15.819958333333332),60,Mali,0,2018-07-01,Gourma construction,15.82,-1.3,Gossi,CLUBER,Unknown
POINT (-4.8999583333333305 15.709958333333333),60,Mali,0,2018-07-01,Enord,15.71,-4.9,Lere,CLUBER,Unknown
POINT (-10.359958333333338 14.599958333333333),40,Mali,0,2017-07-01,KAMA,14.6,-10.36,Sangafé / Commune de Diakon,CLUBER,Unknown
POINT (-13.05295833333335 20.507291666666667),60,Mauritania,0,2017-07-01,SOMELEC,20.5073,-13.053,Atar,CLUBER,Unknown
POINT (-13.916708333333332 17.049958333333336),50,Mauritania,0,2017-07-01,SOMELEC,17.05,-13.9167,Aleg,CLUBER,Unknown
POINT (-7.022958333333349 15.675291666666666),30,Mauritania,0,2017-07-01,APAUS,15.6753,-7.023,Adel Bagrou,CLUBER,Unknown
POINT (-7.249958333333353 16.616708333333335),50,Mauritania,0,2017-07-01,APAUS,16.6167,-7.25,Néma,CLUBER,Unknown
POINT (-11.524791666666658 18.641374999999996),60,Mauritania,0,2017-07-01,SOMELEC,18.6414,-11.5248,Tidjikja,CLUBER,Unknown
POINT (-12.620958333333334 16.710958333333338),60,Mauritania,0,2016-07-01,IBD,16.711,-12.621,Aftout,CLUBER,Unknown
POINT (-16.07220833333335 18.518124999999998),60,Mauritania,100,2016-07-01,APAUS,18.5181,-16.0722,Bellewakh,CLUBER,Unknown
POINT (-15.812708333333347 16.512208333333334),50,Mauritania,0,2016-07-01,Unkonwn,16.5122,-15.8127,Birette,CLUBER,Operating
POINT (-15.967375000000004 20.05079166666667),60,Mauritania,0,2014-07-01,Unkonwn,20.0508,-15.9674,Chami,CLUBER,Operating
POINT (-12.805458333333348 19.865208333333342),60,Mauritania,0,2016-07-01,Unkonwn,19.8652,-12.8055,Dhar,CLUBER,Unknown
POINT (-11.485791666666671 17.78387500000001),60,Mauritania,0,2015-07-01,Unkonwn,17.7839,-11.4858,El Ghediya,CLUBER,Unknown
POINT (-11.401125000000008 16.542708333333337),30,Mauritania,0,2016-07-01,AFD / UE,16.5427,-11.4011,Kiffa,CLUBER,Operating
POINT (-13.016708333333327 20.699708333333334),60,Mauritania,0,2015-07-01,Unkonwn,20.6997,-13.0167,Kser Torchane,CLUBER,Unknown
POINT (-16.137458333333342 18.688125),60,Mauritania,40,2016-07-01,APAUS,18.6881,-16.1375,Lemcid,CLUBER,Unknown
POINT (-16.232208333333347 19.031374999999997),60,Mauritania,230,2016-07-01,APAUS,19.0314,-16.2322,Lemhaijratt,CLUBER,Unknown
POINT (-16.507458333333346 16.166875000000005),90,Mauritania,0,2015-07-01,Unkonwn,16.1669,-16.5075,N?Diago-Ebden,CLUBER,Operating
POINT (-8.890791666666672 16.063874999999996),30,Mauritania,0,2014-07-01,Unkonwn,16.0639,-8.8908,Termessa,CLUBER,Operating
POINT (-11.524791666666658 18.641374999999996),60,Mauritania,0,2016-07-01,Unkonwn,18.6414,-11.5248,Tidjikja,CLUBER,Unknown
POINT (-16.172791666666683 18.871875000000003),60,Mauritania,60,2016-07-01,APAUS,18.8719,-16.1728,Tiwillit,CLUBER,Unknown
POINT (-12.475291666666664 22.732458333333334),50,Mauritania,0,2016-07-01,SNIM,22.7325,-12.4753,Zouerate,CLUBER,Unknown
POINT (-12.883458333333351 14.618458333333336),50,Senegal,0,2015-07-01,PNUD,14.6185,-12.8835,Bokki Saboundou,CLUBER,Unknown
POINT (-12.452708333333334 14.287625000000006),40,Senegal,0,2015-07-01,PNUD,14.2876,-12.4527,Banipelly,CLUBER,Unknown
POINT (-12.149458333333342 14.636708333333331),40,Senegal,0,2015-07-01,Unkonwn,14.6367,-12.1495,Débikholé 695,CLUBER,Unknown
POINT (-12.22770833333334 14.611208333333337),40,Senegal,0,2015-07-01,PNUD,14.6112,-12.2277,Hamadji 1168,CLUBER,Unknown
POINT (-12.110208333333333 12.639875000000004),40,Senegal,0,2015-07-01,Unkonwn,12.6399,-12.1102,Laminia,CLUBER,Unknown
POINT (-12.401875000000018 12.557208333333335),30,Senegal,0,2015-07-01,PNUD,12.5572,-12.4019,landébaytil,CLUBER,Unknown
POINT (-12.132208333333352 12.605208333333337),20,Senegal,0,2015-07-01,Unkonwn,12.6052,-12.1322,Samécouta,CLUBER,Unknown
POINT (-12.37929166666666 12.596791666666675),20,Senegal,0,2015-07-01,PNUD,12.5968,-12.3793,Syllacounda,CLUBER,Unknown
POINT (-12.483291666666673 13.39995833333333),40,Senegal,0,2015-07-01,PNUD,13.4,-12.4833,Boutougoufara,CLUBER,Unknown
POINT (-12.401458333333352 13.659291666666675),50,Senegal,0,2015-07-01,PNUD,13.6593,-12.4015,Dalafing,CLUBER,Unknown
POINT (-12.658291666666685 13.674125000000004),20,Senegal,0,2015-07-01,PNUD,13.6741,-12.6583,Dianke Makhan,CLUBER,Unknown
POINT (-12.713625000000008 13.618208333333342),40,Senegal,0,2015-07-01,PNUD,13.6182,-12.7136,Goutta Cebbe,CLUBER,Unknown
POINT (-12.319874999999996 13.307625000000002),40,Senegal,0,2015-07-01,PNUD,13.3076,-12.3199,Kayan,CLUBER,Unknown
POINT (-12.915458333333333 13.662708333333342),50,Senegal,0,2015-07-01,PNUD,13.6627,-12.9155,KOMOTI,CLUBER,Unknown
POINT (-14.673958333333331 15.275208333333339),30,Senegal,0,2015-07-01,PNUD,15.2752,-14.674,Diagaly,CLUBER,Unknown
POINT (-14.727791666666661 15.26529166666667),30,Senegal,0,2015-07-01,PNUD,15.2653,-14.7278,Loumbeul Lana,CLUBER,Unknown
POINT (-14.73770833333333 15.157458333333338),20,Senegal,0,2015-07-01,PNUD,15.1575,-14.7377,Touba Samady,CLUBER,Unknown
POINT (-12.26229166666667 14.518791666666672),30,Senegal,0,2015-07-01,PNUD,14.5188,-12.2623,Daharatou,CLUBER,Unknown
POINT (-12.199291666666682 14.556958333333341),10,Senegal,0,2015-07-01,Unkonwn,14.557,-12.1993,Dialiguel,CLUBER,Unknown
POINT (-12.204958333333337 14.463875000000002),80,Senegal,0,2015-07-01,PNUD,14.4639,-12.205,Diboly,CLUBER,Unknown
POINT (-12.224458333333331 14.383375000000001),30,Senegal,0,2015-07-01,PNUD,14.3834,-12.2245,Guita,CLUBER,Unknown
POINT (-12.203625000000017 14.41820833333334),30,Senegal,0,2015-07-01,PNUD,14.4182,-12.2036,Nayes,CLUBER,Unknown
POINT (-12.300708333333347 14.484958333333338),50,Senegal,0,2015-07-01,PNUD,14.485,-12.3007,Oubawol,CLUBER,Unknown
POINT (-12.388625000000019 14.501958333333334),40,Senegal,0,2015-07-01,PNUD,14.502,-12.3886,Ouro Sileye,CLUBER,Unknown
POINT (-12.212708333333353 14.538791666666668),40,Senegal,0,2015-07-01,PNUD,14.5388,-12.2127,Sinthiou Dialiguel,CLUBER,Unknown
POINT (-12.243124999999992 14.467875000000006),20,Senegal,0,2015-07-01,PNUD,14.4679,-12.2431,Sinthiou Diohe,CLUBER,Unknown
POINT (-15.655791666666659 15.56420833333334),30,Senegal,0,2015-07-01,PNUD,15.5642,-15.6558,Theyéne Djoloff,CLUBER,Unknown
POINT (-15.706874999999997 15.522208333333339),30,Senegal,0,2015-07-01,PNUD,15.5222,-15.7069,Yatti,CLUBER,Unknown
POINT (-12.933708333333328 14.091875000000002),20,Senegal,0,2015-07-01,PNUD,14.0919,-12.9337,BOYNGUEL BAMBA,CLUBER,Unknown
POINT (-12.69379166666667 13.91095833333334),40,Senegal,0,2015-07-01,PNUD,13.911,-12.6938,DIEYLANI,CLUBER,Unknown
POINT (-12.763125000000002 14.029875000000004),20,Senegal,0,2015-07-01,PNUD,14.0299,-12.7631,KOUDY,CLUBER,Unknown
POINT (-14.527125000000012 16.034875),30,Senegal,0,2015-07-01,PNUD,16.0349,-14.5271,Yaré,CLUBER,Unknown
POINT (-12.015208333333334 12.443958333333342),20,Senegal,0,2015-07-01,Unkonwn,12.444,-12.0152,Madiou (03),CLUBER,Unknown
POINT (-11.983208333333351 12.426791666666674),30,Senegal,0,2015-07-01,Unkonwn,12.4268,-11.9832,Niagalan,CLUBER,Unknown
POINT (-11.951625000000007 12.43420833333333),30,Senegal,0,2015-07-01,Unkonwn,12.4342,-11.9516,Secréta (03),CLUBER,Unknown
POINT (-11.93245833333333 12.444291666666672),30,Senegal,0,2015-07-01,Unkonwn,12.4443,-11.9325,Toumania,CLUBER,Unknown
POINT (-12.03295833333334 12.426958333333332),30,Senegal,0,2015-07-01,Unkonwn,12.427,-12.033,Walangkingui,CLUBER,Unknown
POINT (-15.36995833333333 15.009791666666672),40,Senegal,0,2015-07-01,PNUD,15.0098,-15.37,Sanghé,CLUBER,Unknown
POINT (-14.652791666666673 14.066791666666674),40,Senegal,0,2015-07-01,PNUD,14.0668,-14.6528,Tobéne,CLUBER,Unknown
POINT (-15.528708333333327 15.52195833333333),30,Senegal,0,2015-07-01,PNUD,15.522,-15.5287,Kamara,CLUBER,Unknown
POINT (-13.414208333333335 13.57245833333333),40,Senegal,0,2015-07-01,PNUD,13.5725,-13.4142,BAMBADINKA,CLUBER,Unknown
POINT (-14.399791666666658 13.492791666666676),50,Senegal,0,2015-07-01,PNUD,13.4928,-14.3998,TABANDING,CLUBER,Unknown
POINT (-13.172458333333338 13.688291666666672),40,Senegal,0,2015-07-01,PNUD,13.6883,-13.1725,GOUMBAYEL,CLUBER,Unknown
POINT (-13.37529166666667 13.700958333333332),40,Senegal,0,2015-07-01,PNUD,13.701,-13.3753,NOUMOUYEL,CLUBER,Unknown
POINT (-13.805875000000015 13.603875000000002),20,Senegal,0,2015-07-01,PNUD,13.6039,-13.8059,THIARA,CLUBER,Unknown
POINT (-12.607958333333329 14.09579166666667),40,Senegal,0,2015-07-01,PNUD,14.0958,-12.608,DOULAYABE,CLUBER,Unknown
POINT (-12.441458333333344 14.130375),40,Senegal,0,2015-07-01,PNUD,14.1304,-12.4415,KOUSSAN,CLUBER,Unknown
POINT (-12.749124999999992 14.156374999999997),50,Senegal,0,2015-07-01,PNUD,14.1564,-12.7491,SINTHIOU DEMBA (Sinthiou Moussa),CLUBER,Unknown
POINT (-14.51637500000001 15.776375000000002),30,Senegal,0,2015-07-01,PNUD,15.7764,-14.5164,Badagore,CLUBER,Unknown
POINT (-14.624875000000003 15.564708333333343),30,Senegal,0,2015-07-01,PNUD,15.5647,-14.6249,Lougeré Thioly,CLUBER,Unknown
POINT (-14.411875000000009 15.620374999999996),20,Senegal,0,2015-07-01,PNUD,15.6204,-14.4119,Ndiayéne séno,CLUBER,Unknown
POINT (-12.164291666666685 14.112625000000008),30,Senegal,0,2015-07-01,Unkonwn,14.1126,-12.1643,LALLI,CLUBER,Unknown
POINT (-12.080958333333342 13.85237500000001),50,Senegal,0,2015-07-01,Unkonwn,13.8524,-12.081,MEDINA FOULBE,CLUBER,Unknown
POINT (-14.095708333333334 13.671458333333334),40,Senegal,0,2015-07-01,PNUD,13.6715,-14.0957,Barocounda,CLUBER,Unknown
POINT (-14.158791666666673 13.654708333333332),40,Senegal,0,2015-07-01,PNUD,13.6547,-14.1588,Fadiyacounda,CLUBER,Unknown
POINT (-14.315208333333345 13.544791666666669),40,Senegal,0,2015-07-01,PNUD,13.5448,-14.3152,Maka cissé,CLUBER,Unknown
POINT (-14.359291666666678 13.585958333333338),40,Senegal,0,2015-07-01,PNUD,13.586,-14.3593,Sao Soucouta,CLUBER,Unknown
POINT (-14.399791666666658 13.492791666666676),50,Senegal,0,2015-07-01,PNUD,13.4928,-14.3998,Tabanding,CLUBER,Unknown
POINT (-14.176708333333352 15.76370833333334),30,Senegal,0,2015-07-01,PNUD,15.7637,-14.1767,Guirounasse,CLUBER,Unknown
POINT (-15.557125000000013 15.770125000000007),30,Senegal,0,2015-07-01,PNUD,15.7701,-15.5571,Mbaye Hawa,CLUBER,Unknown
POINT (-15.586208333333332 15.697958333333332),30,Senegal,0,2015-07-01,PNUD,15.698,-15.5862,Négué Mbeyenne,CLUBER,Unknown
