geometry,Map,country,customers,date_commi,developer,latitude,longitude,site_name,source,status
POINT (-14.443958333333342 15.051708333333337),30,Senegal,0,2015-07-01,PNUD,15.0517,-14.444,Nawré,CLUBER,Unknown
POINT (-14.607208333333347 14.124291666666664),40,Senegal,0,2015-07-01,PNUD,14.1243,-14.6072,Patoulane Wolof,CLUBER,Unknown
POINT (-12.02770833333335 13.606458333333336),40,Senegal,0,2015-07-01,Unkonwn,13.6065,-12.0277,Laminia,CLUBER,Unknown
POINT (-12.186291666666676 14.04229166666667),40,Senegal,0,2015-07-01,Unkonwn,14.0423,-12.1863,Medina Tracole,CLUBER,Unknown
POINT (-12.214124999999996 13.92820833333333),40,Senegal,0,2015-07-01,PNUD,13.9282,-12.2141,Sansanding,CLUBER,Unknown
POINT (-12.214124999999996 13.967124999999996),40,Senegal,0,2015-07-01,PNUD,13.9671,-12.2141,Toumboura,CLUBER,Unknown
POINT (-13.569375000000008 14.227874999999997),40,Senegal,0,2015-07-01,PNUD,14.2279,-13.5694,SINTHIOU BOCAR ALY,CLUBER,Unknown
POINT (-12.379708333333326 14.219958333333338),30,Senegal,0,2015-07-01,PNUD,14.22,-12.3797,Samba Colo,CLUBER,Unknown
POINT (-12.433291666666662 14.317625000000007),40,Senegal,0,2015-07-01,PNUD,14.3176,-12.4333,Seoudji,CLUBER,Unknown
POINT (-12.398458333333338 14.347458333333336),40,Senegal,0,2015-07-01,PNUD,14.3475,-12.3985,Youpe Hamady,CLUBER,Unknown
POINT (-12.669375000000002 14.495874999999998),30,Senegal,0,2015-07-01,PNUD,14.4959,-12.6694,DIARRE MABOUBE II,CLUBER,Unknown
POINT (-12.910791666666682 14.227208333333337),40,Senegal,0,2015-07-01,PNUD,14.2272,-12.9108,LORIDJE,CLUBER,Unknown
POINT (-15.276708333333346 15.735208333333333),40,Senegal,0,2015-07-01,PNUD,15.7352,-15.2767,Amady,CLUBER,Unknown
POINT (-15.06545833333334 15.851875000000007),30,Senegal,0,2015-07-01,PNUD,15.8519,-15.0655,Téssékéré,CLUBER,Unknown
POINT (-15.327625000000012 15.994208333333333),30,Senegal,0,2015-07-01,PNUD,15.9942,-15.3276,Widou Thiéngoly,CLUBER,Unknown
POINT (-15.167708333333337 15.290291666666675),20,Senegal,0,2015-07-01,PNUD,15.2903,-15.1677,Khoghé,CLUBER,Unknown
POINT (-15.14520833333333 14.753208333333333),50,Senegal,0,2015-07-01,PNUD,14.7532,-15.1452,Dolly,CLUBER,Unknown
POINT (-14.96779166666667 14.968125),20,Senegal,0,2015-07-01,PNUD,14.9681,-14.9678,Sillat,CLUBER,Unknown
POINT (-15.07745833333334 15.036875000000009),30,Senegal,0,2015-07-01,PNUD,15.0369,-15.0775,Thiel cenntre,CLUBER,Unknown
POINT (-14.874958333333325 14.669458333333338),30,Senegal,0,2015-07-01,PNUD,14.6695,-14.875,Wadane Djolof,CLUBER,Unknown
POINT (-17.28295833333334 14.807625000000002),50,Senegal,0,2015-07-01,PNUD,14.8076,-17.283,Tivaoune Peul,CLUBER,Unknown
POINT (-12.23570833333335 12.770708333333332),50,Senegal,0,2015-07-01,PNUD,12.7707,-12.2357,Bantako,CLUBER,Unknown
POINT (-12.549958333333336 13.01670833333334),10,Senegal,0,2015-07-01,PNUD,13.0167,-12.55,Niéméniké,CLUBER,Unknown
POINT (-14.744124999999997 14.630875000000003),50,Senegal,0,2015-07-01,PNUD,14.6309,-14.7441,Thionkh,CLUBER,Unknown
POINT (-14.403875 14.817791666666665),30,Senegal,0,2015-07-01,PNUD,14.8178,-14.4039,Mben-Mben,CLUBER,Unknown
POINT (-14.679374999999993 15.00029166666667),50,Senegal,0,2015-07-01,PNUD,15.0003,-14.6794,Vélingara,CLUBER,Unknown
POINT (-16.64995833333333 12.633291666666665),95,Senegal,0,2016-07-01,Sunna Design,12.6333,-16.65,Niomoune,CLUBER,Operating
POINT (-13.549958333333336 16.116708333333335),20,Senegal,0,2016-07-01,PNUD,16.1167,-13.55,Gababé,CLUBER,Operating
POINT (-12.434791666666683 14.117125000000001),20,Senegal,0,2016-07-01,PNUD,14.1171,-12.4348,Oudalaye,CLUBER,Operating
POINT (35.314875 1.824958333333342),20,Tanzania,0,2015-07-01,Rafiki Power,1.825,35.3149,Ololosokwan,CLUBER,Operating
POINT (35.41670833333333 -1.9000416666666666),30,Tanzania,0,2015-07-01,Rafiki Power,-1.9,35.4167,Soitsambu,CLUBER,Operating
POINT (39.260041666666666 -6.840041666666664),10,Tanzania,356,2017-07-01,Rafiki Power,-6.84,39.26,Chang'ombe,CLUBER,Operating
POINT (39.718625 -7.902374999999992),30,Tanzania,0,2017-07-01,Rafiki Power,-7.9024,39.7186,Dongo,CLUBER,Operating
POINT (36.72354166666665 -3.8432083333333367),50,Tanzania,0,2015-07-01,Rafiki Power,-3.8432,36.7235,Temeke,CLUBER,Operating
POINT (39.693625 -7.897874999999999),30,Tanzania,0,2014-07-01,Unkonwn,-7.8979,39.6936,Ngombeni,CLUBER,Operating
POINT (36.36904166666665 -5.7137916666666655),20,Tanzania,0,2015-07-01,Unkonwn,-5.7138,36.369,Leganga / Chitego,CLUBER,Operating
POINT (36.81804166666666 -5.996124999999992),40,Tanzania,0,2015-07-01,Unkonwn,-5.9961,36.818,Lobilo / Lenjulu,CLUBER,Operating
POINT (36.331708333333324 -5.596041666666665),30,Tanzania,0,2015-07-01,Unkonwn,-5.596,36.3317,Ngutoto / Chitego,CLUBER,Operating
POINT (36.53604166666665 -5.754041666666666),40,Tanzania,0,2015-07-01,Unkonwn,-5.754,36.536,Silale / Makawa,CLUBER,Operating
POINT (31.50304166666666 -3.3193749999999937),30,Tanzania,25,2014-07-01,Unkonwn,-3.3194,31.503,Uyovu,CLUBER,Operating
POINT (36.19379166666667 -7.668875),20,Tanzania,0,2015-07-01,Unkonwn,-7.6689,36.1938,Maguta/Lung'ali (I&II),CLUBER,Unknown
POINT (34.47162499999999 -9.842874999999992),10,Tanzania,0,2014-07-01,ACRA-CCS with the local NGO Njombe Development Office (NDO),-9.8429,34.4716,Mawengi,CLUBER,Operating
POINT (31.38204166666665 -2.8148750000000007),40,Tanzania,69,2014-07-01,Unkonwn,-2.8149,31.382,Runazi,CLUBER,Operating
POINT (32.13004166666667 -6.798208333333335),50,Tanzania,0,2015-07-01,Unkonwn,-6.7982,32.13,Ilela,CLUBER,Operating
POINT (32.484041666666656 -6.742041666666665),50,Tanzania,0,2015-07-01,Unkonwn,-6.742,32.484,Ilunde,CLUBER,Operating
POINT (32.01704166666667 -6.776791666666668),50,Tanzania,0,2015-07-01,Unkonwn,-6.7768,32.017,Nsenkwa,CLUBER,Operating
POINT (37.18204166666666 -5.396791666666658),50,Tanzania,10,2014-07-01,Unkonwn,-5.3968,37.182,Kijungu,CLUBER,Operating
POINT (36.804125 -7.568208333333331),10,Tanzania,0,2015-07-01,Unkonwn,-7.5682,36.8041,Yovi Phase I,CLUBER,Unknown
POINT (37.849041666666665 -7.260708333333326),30,Tanzania,0,2016-07-01,Unkonwn,-7.2607,37.849,Kongwa,CLUBER,Operating
POINT (35.19604166666667 -9.956041666666664),10,Tanzania,0,2014-07-01,Unkonwn,-9.956,35.196,Mahanje (East),CLUBER,Operating
POINT (35.07404166666666 -11.021041666666662),20,Tanzania,842,2015-07-01,Unkonwn,-11.021,35.074,Mbangomao,CLUBER,Operating
POINT (35.270541666666674 -10.805208333333326),40,Tanzania,7800,2016-07-01,Unkonwn,-10.8052,35.2705,Chipole Mission,CLUBER,Operating
POINT (35.20104166666667 -10.86304166666666),20,Tanzania,0,2014-07-01,Unkonwn,-10.863,35.201,Chipole Mission,CLUBER,Operating
POINT (34.954041666666654 -11.157041666666657),20,Tanzania,0,2014-07-01,Unkonwn,-11.157,34.954,Lumeme,CLUBER,Operating
POINT (34.80004166666666 -10.85304166666667),40,Tanzania,0,2014-07-01,Unkonwn,-10.853,34.8,LUNDOMATO MISSION,CLUBER,Operating
POINT (32.42104166666667 -3.5335416666666646),50,Tanzania,29,2014-07-01,Unkonwn,-3.5335,32.421,Segese,CLUBER,Operating
POINT (32.930041666666654 -3.569874999999996),50,Tanzania,36,2014-07-01,Unkonwn,-3.5699,32.93,Lyabukande,CLUBER,Operating
POINT (32.73504166666666 -3.3926249999999953),50,Tanzania,38,2014-07-01,Unkonwn,-3.3926,32.735,Mwakitolyo,CLUBER,Operating
POINT (31.742708333333326 -5.034041666666667),20,Tanzania,14,2014-07-01,Unkonwn,-5.034,31.7427,Kona Nne,CLUBER,Operating
POINT (33.847041666666655 -5.040875),40,Tanzania,0,2015-07-01,Unkonwn,-5.0409,33.847,Loya,CLUBER,Operating
POINT (33.486041666666665 -4.950625000000002),40,Tanzania,0,2015-07-01,Unkonwn,-4.9506,33.486,Lutende,CLUBER,Operating
POINT (33.84354166666665 -5.4950416666666655),50,Tanzania,0,2015-07-01,Unkonwn,-5.495,33.8435,Tura,CLUBER,Operating
POINT (32.720041666666646 -8.800041666666658),40,Tanzania,0,2017-07-01,REDAVIA,-8.8,32.72,Isenzanya,CLUBER,Operating
POINT (35.710041666666655 -2.1300416666666706),20,Tanzania,0,2015-07-01,Rafiki Power,-2.13,35.71,Digo Digo,CLUBER,Operating
POINT (33.03004166666665 -1.8740416666666704),40,Tanzania,0,2016-07-01,JUMEME,-1.874,33.03,"Bwisya, Ukara Island",CLUBER,Operating
POINT (36.00004166666665 -4.550041666666658),40,Tanzania,0,2016-07-01,Rafiki Power,-4.55,36.0,Itaswi,CLUBER,Operating
POINT (31.530041666666648 -7.6000416666666695),30,Tanzania,0,2015-07-01,Unkonwn,-7.6,31.53,Kalumbaleza Power Project,CLUBER,Operating
POINT (36.71754166666665 -3.834291666666658),50,Tanzania,0,2014-07-01,Rafiki Power,-3.8343,36.7175,Komolo,CLUBER,Operating
POINT (35.430041666666654 -5.230041666666665),40,Tanzania,0,2016-07-01,Rafiki Power,-5.23,35.43,Kwa Mtoro,CLUBER,Operating
POINT (30.36004166666666 -6.310041666666663),30,Tanzania,0,2014-07-01,Unkonwn,-6.31,30.36,Lwega Hydropower Project,CLUBER,Operating
POINT (39.783291666666656 -7.8500416666666695),40,Tanzania,0,2014-07-01,TANESCO,-7.85,39.7833,MAFIA ISLAND,CLUBER,Operating
POINT (39.75004166666665 -7.86004166666666),10,Tanzania,0,2015-07-01,Unkonwn,-7.86,39.75,Mafia Solar Project,CLUBER,Operating
POINT (34.06004166666665 -9.200041666666664),30,Tanzania,0,2014-07-01,KIBATCO Co. Ltd,-9.2,34.06,Makete / Lyamanji hydropower,CLUBER,Operating
POINT (30.58004166666666 -6.150041666666667),10,Tanzania,0,2016-07-01,Rafiki Power,-6.15,30.58,Malambo,CLUBER,Operating
POINT (34.980041666666665 -10.940041666666659),10,Tanzania,0,2015-07-01,Andoya Hydro Electric Power Ltd (AHEPO),-10.94,34.98,Mbinga,CLUBER,Operating
POINT (31.07004166666667 -6.340041666666664),50,Tanzania,0,2015-07-01,Unkonwn,-6.34,31.07,Mpanda Solar Project,CLUBER,Operating
POINT (39.75004166666665 -7.869041666666661),10,Tanzania,0,2014-07-01,TANESCO,-7.869,39.75,"Ngombei, Mafia Island",CLUBER,Operating
POINT (35.64004166666666 -10.640041666666662),50,Tanzania,0,2015-07-01,St. Agnes Chipole,-10.64,35.64,Songea,CLUBER,Operating
POINT (31.61004166666666 -7.940041666666659),40,Tanzania,0,2015-07-01,Unkonwn,-7.94,31.61,Sumbawanga Solar Project,CLUBER,Operating
POINT (31.650041666666652 -7.750041666666661),20,Tanzania,0,2015-07-01,Unkonwn,-7.75,31.65,Uzia Hydro Power Projecft,CLUBER,Operating
POINT (0.659041666666667 7.999958333333339),50,Togo,500,2017-07-01,Unkonwn,8.0,0.659,Assoukoko,CLUBER,Operating
POINT (0.6500416666666524 8.183291666666676),10,Togo,0,2016-07-01,CEET,8.1833,0.65,Yegue,CLUBER,Operating
POINT (0.7000416666666638 8.933291666666676),10,Togo,0,2018-07-01,Unkonwn,8.9333,0.7,FOLO BANDA,CLUBER,Unknown
POINT (0.2585416666666731 9.546374999999998),30,Togo,0,2018-07-01,Unkonwn,9.5464,0.2585,KANDJO,CLUBER,Unknown
POINT (0.5167083333333267 9.816708333333338),40,Togo,0,2018-07-01,Unkonwn,9.8167,0.5167,TAKA/TEMA,CLUBER,Unknown
POINT (0.6500416666666524 8.683291666666676),10,Togo,0,2018-07-01,Unkonwn,8.6833,0.65,TASSI,CLUBER,Unknown
POINT (1.300041666666658 7.999958333333339),40,Togo,0,2018-07-01,Unkonwn,8.0,1.3,ELEVAGNON,CLUBER,Unknown
POINT (1.010041666666666 8.999958333333339),10,Togo,0,2018-07-01,Unkonwn,9.0,1.01,KOUVON,CLUBER,Unknown
POINT (1.2332916666666733 8.449958333333342),20,Togo,0,2018-07-01,Unkonwn,8.45,1.2333,MONO,CLUBER,Unknown
POINT (1.1332916666666506 8.983291666666673),50,Togo,0,2016-07-01,CEET,8.9833,1.1333,Sokode,CLUBER,Operating
POINT (0.566708333333338 8.76670833333334),40,Togo,130,2016-07-01,CEET,8.7667,0.5667,Djarikpanga,CLUBER,Operating
POINT (1.3832916666666506 9.46670833333333),40,Togo,0,2018-07-01,Unkonwn,9.4667,1.3833,GBAO,CLUBER,Unknown
POINT (0.616708333333321 9.449958333333342),30,Togo,85,2016-07-01,CEET,9.45,0.6167,Bandjeli,CLUBER,Operating
POINT (0.7667083333333267 9.39995833333333),40,Togo,0,2018-07-01,Unkonwn,9.4,0.7667,BOUNLARE,CLUBER,Unknown
POINT (0.5896249999999839 9.203291666666672),10,Togo,108,2016-07-01,CEET,9.2033,0.5896,Dimori,CLUBER,Operating
POINT (0.5832916666666677 9.20245833333334),30,Togo,0,2016-07-01,CEET,9.2025,0.5833,Dimouri,CLUBER,Operating
POINT (0.5700416666666683 9.11995833333333),30,Togo,0,2017-07-01,Unkonwn,9.12,0.57,Kountoum,CLUBER,Operating
POINT (0.816708333333338 10.849958333333333),50,Togo,194,2016-07-01,CEET,10.85,0.8167,Mandouri,CLUBER,Operating
POINT (0.6212083333333283 9.060125),20,Togo,0,2018-07-01,Unkonwn,9.0601,0.6212,TCHAPOSSI,CLUBER,Unknown
POINT (0.6500416666666524 9.166708333333332),40,Togo,0,2018-07-01,Unkonwn,9.1667,0.65,WALELE,CLUBER,Unknown
POINT (1.186125000000004 9.551124999999999),50,Togo,0,2018-07-01,Unkonwn,9.5511,1.1861,LAMA-DESSI 1,CLUBER,Unknown
POINT (0.4513749999999845 9.936374999999998),40,Togo,0,2018-07-01,Unkonwn,9.9364,0.4514,DJABOKOU,CLUBER,Unknown
POINT (0.7500416666666467 9.733291666666673),40,Togo,0,2018-07-01,Unkonwn,9.7333,0.75,GARIMBOM,CLUBER,Unknown
POINT (0.5257916666666631 9.887458333333342),30,Togo,0,2018-07-01,Unkonwn,9.8875,0.5258,KATCHAMBA CENTRE,CLUBER,Unknown
POINT (0.4000416666666524 9.883291666666665),20,Togo,0,2018-07-01,Unkonwn,9.8833,0.4,KPANKPANDE,CLUBER,Unknown
POINT (0.6000416666666695 9.816708333333338),40,Togo,0,2018-07-01,Unkonwn,9.8167,0.6,NAMAB,CLUBER,Unknown
POINT (0.4053749999999923 9.603291666666664),30,Togo,0,2018-07-01,Unkonwn,9.6033,0.4054,NANDOUTA,CLUBER,Unknown
POINT (0.6500416666666524 9.816708333333338),30,Togo,0,2018-07-01,Unkonwn,9.8167,0.65,NAPIMBO,CLUBER,Unknown
POINT (0.5500416666666581 9.51670833333334),20,Togo,0,2018-07-01,Unkonwn,9.5167,0.55,POUTAMELE,CLUBER,Unknown
POINT (0.923624999999987 9.787458333333333),40,Togo,0,2018-07-01,Unkonwn,9.7875,0.9236,AGBASSA,CLUBER,Unknown
POINT (1.183291666666662 9.883291666666665),10,Togo,0,2018-07-01,Unkonwn,9.8833,1.1833,KORE,CLUBER,Unknown
POINT (1.2878749999999854 10.006875000000008),40,Togo,0,2018-07-01,Unkonwn,10.0069,1.2879,TCHITCHIRA,CLUBER,Unknown
POINT (1.183291666666662 9.549958333333336),50,Togo,0,2016-07-01,CEET,9.55,1.1833,Kara,CLUBER,Operating
POINT (1.116708333333321 10.049958333333336),20,Togo,0,2018-07-01,Unkonwn,10.05,1.1167,DISSANI (BASSAMBA),CLUBER,Unknown
POINT (1.1332083333333287 9.999958333333339),10,Togo,0,2018-07-01,Unkonwn,10.0,1.1332,KOUNITI,CLUBER,Unknown
POINT (0.3118749999999864 10.547791666666669),30,Togo,0,2016-07-01,CEET,10.5478,0.3119,Barkoissi,CLUBER,Operating
POINT (0.9206250000000011 6.5702083333333405),50,Togo,0,2018-07-01,Unkonwn,6.5702,0.9206,AGBESSIA,CLUBER,Unknown
POINT (0.9667083333333153 6.549958333333336),10,Togo,0,2018-07-01,Unkonwn,6.55,0.9667,AGBLEDO,CLUBER,Unknown
POINT (0.9831250000000011 6.33312500000001),30,Togo,0,2018-07-01,Unkonwn,6.3331,0.9831,AGOVE,CLUBER,Unknown
POINT (0.9000416666666524 6.449958333333342),40,Togo,0,2018-07-01,Unkonwn,6.45,0.9,ATTI-ATOVOU,CLUBER,Unknown
POINT (1.353874999999988 6.164375000000007),80,Togo,0,2018-07-01,Unkonwn,6.1644,1.3539,BAKA KOPE,CLUBER,Unknown
POINT (1.2506249999999852 6.138125000000002),50,Togo,0,2018-07-01,Unkonwn,6.1381,1.2506,AVINATO,CLUBER,Unknown
POINT (1.1000416666666695 6.249958333333339),20,Togo,0,2018-07-01,Unkonwn,6.25,1.1,DANGBESSITO,CLUBER,Unknown
POINT (1.6000416666666695 6.366708333333335),30,Togo,0,2018-07-01,Unkonwn,6.3667,1.6,MAMISSI,CLUBER,Unknown
POINT (0.883624999999995 6.431624999999997),20,Togo,500,2015-07-01,PNUD,6.4316,0.8836,Ando Kpomey,CLUBER,Unknown
POINT (1.5000416666666467 6.583291666666668),10,Togo,870,2015-07-01,PNUD,6.5833,1.5,Donomade,CLUBER,Unknown
POINT (1.066708333333338 6.599958333333333),10,Togo,0,2018-07-01,Unkonwn,6.6,1.0667,AGBETIM,CLUBER,Unknown
POINT (1.0221249999999884 6.829291666666663),50,Togo,0,2018-07-01,Unkonwn,6.8293,1.0221,AGBODJEKPO,CLUBER,Unknown
POINT (0.9348750000000052 6.761208333333329),50,Togo,0,2018-07-01,Unkonwn,6.7612,0.9349,AGOKPALA,CLUBER,Unknown
POINT (0.9667083333333153 6.749958333333339),20,Togo,0,2018-07-01,Unkonwn,6.75,0.9667,AKE,CLUBER,Unknown
POINT (1.050041666666658 6.516708333333341),10,Togo,0,2018-07-01,Unkonwn,6.5167,1.05,DAFOLENYAME et ses fermes,CLUBER,Unknown
POINT (0.7832916666666563 6.666708333333332),30,Togo,0,2018-07-01,Unkonwn,6.6667,0.7833,GAME NYATIVE,CLUBER,Unknown
POINT (1.0208749999999895 6.726291666666668),50,Togo,0,2018-07-01,Unkonwn,6.7263,1.0209,GAME-KODJE,CLUBER,Unknown
POINT (1.1000416666666695 6.599708333333339),10,Togo,0,2018-07-01,Unkonwn,6.5997,1.1,GAPE ALOYI,CLUBER,Unknown
POINT (1.0341249999999889 6.868208333333342),50,Togo,0,2018-07-01,Unkonwn,6.8682,1.0341,TOKPO,CLUBER,Unknown
POINT (1.1667083333333323 6.7832916666666705),20,Togo,0,2018-07-01,Unkonwn,6.7833,1.1667,TSITO,CLUBER,Unknown
POINT (1.1497083333333364 7.2167083333333295),40,Togo,0,2016-07-01,CEET,7.2167,1.1497,Kougnohou,CLUBER,Operating
POINT (1.560041666666649 7.349958333333333),20,Togo,176,2017-07-01,CEET,7.35,1.56,Bavou / Canton d'Ountivou,CLUBER,Operating
POINT (0.93912499999999 6.911791666666673),20,Togo,0,2018-07-01,AT2ER,6.9118,0.9391,Agbave,CLUBER,Unknown
POINT (1.267374999999987 6.164458333333343),50,Togo,0,2018-07-01,AT2ER,6.1645,1.2674,Agoe Akodessewa,CLUBER,Unknown
POINT (0.866708333333321 6.833291666666668),20,Togo,0,2018-07-01,AT2ER,6.8333,0.8667,Agokplame,CLUBER,Unknown
POINT (0.8000416666666581 6.699958333333342),20,Togo,0,2018-07-01,AT2ER,6.7,0.8,Amavenou,CLUBER,Unknown
POINT (0.8332916666666677 6.699958333333342),40,Togo,0,2018-07-01,AT2ER,6.7,0.8333,Damade,CLUBER,Unknown
POINT (0.897625000000005 6.527208333333334),50,Togo,0,2018-07-01,AT2ER,6.5272,0.8976,Fokpo,CLUBER,Unknown
POINT (0.9167083333333323 6.816708333333338),20,Togo,0,2018-07-01,AT2ER,6.8167,0.9167,Kologan,CLUBER,Unknown
POINT (0.8832916666666506 6.799958333333336),20,Togo,0,2018-07-01,AT2ER,6.8,0.8833,Kpovenou,CLUBER,Unknown
POINT (1.2832916666666563 6.166708333333332),50,Togo,0,2018-07-01,AT2ER,6.1667,1.2833,Lakponou,CLUBER,Unknown
POINT (0.7113750000000039 6.760708333333341),50,Togo,0,2018-07-01,AT2ER,6.7607,0.7114,Nyidove,CLUBER,Unknown
POINT (0.666041666666672 7.318125000000009),10,Togo,0,2018-07-01,Unkonwn,7.3181,0.666,DENOU,CLUBER,Unknown
POINT (0.9832916666666733 6.9667083333333295),20,Togo,0,2018-07-01,Unkonwn,6.9667,0.9833,KPEVE,CLUBER,Unknown
POINT (0.6121249999999918 7.126291666666674),10,Togo,0,2018-07-01,Unkonwn,7.1263,0.6121,YIKPA - DJIGBE,CLUBER,Unknown
POINT (0.9047083333333319 7.093708333333339),40,Togo,0,2018-07-01,Unkonwn,7.0937,0.9047,BODJE,CLUBER,Unknown
POINT (1.3500416666666695 9.666708333333332),50,Togo,0,2018-07-01,Unkonwn,9.6667,1.35,KEMERIDA 1,CLUBER,Unknown
POINT (1.550041666666658 8.199958333333342),10,Togo,0,2018-07-01,Unkonwn,8.2,1.55,KOKOLO COPE,CLUBER,Unknown
POINT (0.6472083333333387 7.005875000000003),10,Togo,0,2016-07-01,CEET,7.0059,0.6472,Kpimé,CLUBER,Operating
POINT (1.1650416666666672 6.223624999999998),50,Togo,0,2018-07-01,Unkonwn,6.2236,1.165,TCHOKPO KOPE,CLUBER,Unknown
POINT (0.8000416666666581 7.249958333333339),10,Togo,0,2018-07-01,Unkonwn,7.25,0.8,AGOTE,CLUBER,Unknown
POINT (1.5000416666666467 7.233291666666673),40,Togo,0,2016-07-01,CEET,7.2333,1.5,Ahassome,CLUBER,Operating
POINT (0.7832916666666563 7.733291666666673),10,Togo,0,2016-07-01,CEET,7.7333,0.7833,Djon,CLUBER,Operating
POINT (1.6331250000000068 7.2167083333333295),20,Togo,0,2016-07-01,CEET,7.2167,1.6331,Saligbe,CLUBER,Operating
POINT (1.5831249999999955 7.1499583333333305),10,Togo,0,2016-07-01,CEET,7.15,1.5831,Tado,CLUBER,Operating
POINT (1.616708333333321 7.33312500000001),20,Togo,0,2016-07-01,CEET,7.3331,1.6167,Kpékplémé,CLUBER,Operating
POINT (1.1500416666666524 7.616708333333335),30,Togo,0,2018-07-01,Unkonwn,7.6167,1.15,DJEREHOUYE,CLUBER,Unknown
POINT (0.7332916666666733 7.583291666666668),10,Togo,0,2018-07-01,Unkonwn,7.5833,0.7333,BENALI,CLUBER,Unknown
POINT (1.6445416666666688 8.018708333333336),50,Togo,0,2018-07-01,Unkonwn,8.0187,1.6445,DOUME ELAVAGNON,CLUBER,Unknown
POINT (0.8332916666666677 7.499958333333339),50,Togo,0,2018-07-01,Unkonwn,7.5,0.8333,EKETO,CLUBER,Unknown
POINT (0.8000416666666581 7.516708333333341),30,Togo,0,2018-07-01,Unkonwn,7.5167,0.8,GOBE EGBO,CLUBER,Unknown
POINT (1.0332916666666563 7.566708333333338),10,Togo,0,2018-07-01,Unkonwn,7.5667,1.0333,KLABE AZAFI,CLUBER,Unknown
POINT (1.3500416666666695 7.433291666666676),40,Togo,0,2018-07-01,Unkonwn,7.4333,1.35,LOM-NAVA,CLUBER,Unknown
POINT (0.7000416666666638 7.583291666666668),10,Togo,0,2018-07-01,Unkonwn,7.5833,0.7,OTANDJOBO,CLUBER,Unknown
POINT (0.7000416666666638 7.333291666666668),30,Togo,0,2018-07-01,Unkonwn,7.3333,0.7,TODOME,CLUBER,Unknown
POINT (0.6835416666666561 7.505708333333331),10,Togo,0,2018-07-01,Unkonwn,7.5057,0.6835,ZOMENOU,CLUBER,Unknown
POINT (1.6000416666666695 7.816708333333338),10,Togo,0,2018-07-01,Unkonwn,7.8167,1.6,ZONGO YEYE,CLUBER,Unknown
POINT (0.8000416666666581 10.179958333333332),40,Togo,0,2018-07-01,Unkonwn,10.18,0.8,Takpapiéni / Nganbi,CLUBER,Operating
POINT (0.4000416666666524 10.183291666666676),40,Togo,0,2016-07-01,CEET,10.1833,0.4,Fare,CLUBER,Operating
POINT (0.7447083333333353 10.332458333333335),50,Togo,254,2016-07-01,CEET,10.3325,0.7447,Gando,CLUBER,Operating
POINT (0.64387499999998 10.383875000000003),50,Togo,31,2016-07-01,CEET,10.3839,0.6439,Mogou,CLUBER,Operating
POINT (0.2640416666666567 10.581958333333333),40,Togo,0,2018-07-01,AT2ER,10.582,0.264,Nadjir,CLUBER,Unknown
POINT (0.4667083333333153 10.166708333333332),40,Togo,0,2018-07-01,AT2ER,10.1667,0.4667,Nandiki,CLUBER,Unknown
POINT (0.565291666666667 9.969208333333341),20,Togo,0,2016-07-01,CEET,9.9692,0.5653,Takpamba,CLUBER,Operating
POINT (0.2667083333333267 10.96670833333333),40,Togo,0,2018-07-01,AT2ER,10.9667,0.2667,Dalagou,CLUBER,Unknown
POINT (0.316708333333338 10.749958333333339),40,Togo,0,2018-07-01,AT2ER,10.75,0.3167,Ganlore,CLUBER,Unknown
POINT (0.2342916666666497 10.983791666666676),40,Togo,0,2018-07-01,AT2ER,10.9838,0.2343,Kpeguibongue,CLUBER,Unknown
POINT (0.1910416666666492 10.962874999999997),40,Togo,0,2018-07-01,AT2ER,10.9629,0.191,Tanninkaog,CLUBER,Unknown
POINT (0.1888749999999959 10.982958333333329),40,Togo,0,2018-07-01,AT2ER,10.983,0.1889,Timangue,CLUBER,Unknown
POINT (0.2036249999999882 10.867791666666676),50,Togo,0,2016-07-01,CEET,10.8678,0.2036,Dapaong,CLUBER,Operating
POINT (0.6430416666666474 10.245125000000002),50,Togo,69,2016-07-01,CEET,10.2451,0.643,Sabiegou,CLUBER,Operating
POINT (31.760041666666666 -14.210041666666669),40,Zambia,60,2017-07-01,Musika Development Initiatives,-14.21,31.76,Sinda Village,CLUBER,Operating
POINT (29.050041666666658 -21.782041666666657),30,Zimbabwe,0,2016-07-01,SNV and Practical Action,-21.782,29.05,Mashaba,CLUBER,Operating
